uniqueID,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,Feedback,Block
i4606-p3745,29,1.0,29,29,0.5,27,0,1,True,0,False,1
i4607-p3746,70,0.01,18,17,0.95,10,0,1,False,0,True,4
i4608-p3747,7,1.0,7,31,0.2,-5,0,1,False,0,False,1
i4609-p3747,7,1.0,7,31,0.2,-5,0,1,False,0,True,5
i4610-p3748,23,1.0,23,18,0.95,11,0,1,False,0,True,5
i4611-p3749,0,1.0,0,16,0.75,-22,0,1,False,0,False,1
i4612-p3749,0,1.0,0,16,0.75,-22,0,1,False,0,True,3
i4613-p3750,30,0.6,20,80,0.4,-17,1,4,False,0,False,1
i4614-p3750,30,0.6,20,80,0.4,-17,1,4,False,0,True,2
i4615-p3751,23,1.0,23,52,0.01,31,0,1,False,0,False,1
i4616-p3752,43,0.5,-3,95,0.05,19,0,1,False,0,True,4
i4617-p3753,40,0.5,-18,20,0.4,14,0,1,False,-1,True,2
i4618-p3754,2,1.0,2,-2,0.9,-32,2,3,False,0,True,5
i4619-p3755,-8,0.1,-8,-6,0.95,-18,2,2,True,0,True,4
i4620-p3756,18,1.0,18,36,0.6,-3,0,1,False,0,True,3
i4621-p3757,23,0.25,-6,101,0.1,-3,1,6,False,0,False,1
i4622-p3757,23,0.25,-6,101,0.1,-3,1,6,False,0,True,2
i4623-p3758,-4,1.0,-4,19,0.4,-9,1,2,False,0,True,3
i4624-p3759,13,1.0,13,15,0.1,15,0,1,False,0,True,5
i4625-p3760,0,0.6,-3,2,0.1,-2,2,6,False,1,False,1
i4626-p3760,0,0.6,-3,2,0.1,-2,2,6,False,1,True,4
i4627-p3761,23,0.6,-19,35,0.4,-18,0,1,False,0,False,1
i4628-p3762,18,1.0,18,46,0.25,9,0,1,False,0,False,1
i4629-p3762,18,1.0,18,46,0.25,9,0,1,False,0,True,2
i4630-p3763,5,1.0,5,11,0.8,-7,0,1,True,0,True,2
i4631-p3764,13,1.0,13,39,0.2,-4,1,4,False,0,True,3
i4632-p3765,102,0.05,-10,1,0.2,1,0,1,False,0,True,4
i4633-p3766,-3,1.0,-3,15,0.2,-12,1,6,False,0,False,1
i4634-p3767,17,1.0,17,54,0.5,-19,0,1,True,0,True,4
i4635-p3768,21,1.0,21,34,0.75,-38,3,5,False,0,False,1
i4636-p3769,4,1.0,4,26,0.25,1,1,6,False,0,False,1
i4637-p3770,22,0.95,7,85,0.01,26,3,5,False,-1,False,1
i4638-p3771,-8,1.0,-8,95,0.2,-38,0,1,False,0,True,3
i4639-p3772,21,1.0,21,56,0.25,14,0,1,False,0,True,2
i4640-p3773,24,1.0,24,48,0.6,-19,0,1,False,0,True,5
i4641-p3774,2,0.8,-18,19,0.05,3,0,1,False,0,True,3
i4642-p3775,1,0.6,-16,6,0.2,-5,1,2,False,0,True,3
i4643-p3776,11,1.0,11,68,0.4,-36,0,1,False,0,True,2
i4644-p3777,18,0.75,3,17,0.9,7,1,4,False,0,True,5
i4645-p3778,-3,1.0,-3,94,0.25,-35,2,6,False,0,True,5
i4646-p3779,7,1.0,7,116,0.1,1,2,3,False,0,True,5
i4647-p3780,12,1.0,12,13,0.8,-36,1,6,True,0,True,5
i4648-p3781,-4,0.5,-12,36,0.01,-24,3,6,False,0,True,2
i4649-p3782,10,1.0,10,76,0.4,-24,0,1,False,0,True,3
i4650-p3783,33,0.25,29,27,0.1,23,1,6,False,0,False,1
i4651-p3784,20,1.0,20,42,0.01,20,3,6,True,0,True,5
i4652-p3785,68,0.2,3,30,0.25,21,1,8,False,0,False,1
i4653-p3786,30,0.25,25,45,0.1,25,0,1,False,0,True,2
i4654-p3787,75,0.01,-6,-8,0.9,-14,0,1,False,0,True,3
i4655-p3788,0,0.75,-40,19,0.4,-31,0,1,False,0,True,5
i4656-p3789,16,1.0,16,33,0.75,-37,1,4,False,0,True,5
i4657-p3790,34,0.5,16,66,0.5,-20,0,1,False,0,True,5
i4658-p3791,-6,1.0,-6,46,0.01,1,0,1,False,0,True,4
i4659-p3792,19,1.0,19,35,0.5,3,0,1,False,0,False,1
i4660-p3793,-2,1.0,-2,-10,0.8,-27,0,1,False,0,True,2
i4661-p3794,28,0.5,-2,25,0.75,18,1,6,False,-1,True,4
i4662-p3795,4,1.0,4,37,0.6,-32,2,7,False,0,False,1
i4663-p3796,51,0.6,-14,36,0.95,20,0,1,False,0,True,5
i4664-p3797,14,1.0,14,42,0.5,-1,0,1,False,0,False,1
i4665-p3798,25,0.8,-22,25,0.5,10,0,1,True,0,True,5
i4666-p3799,-7,0.4,-9,-2,0.6,-31,1,4,False,0,True,5
i4667-p3800,41,0.25,4,45,0.1,8,0,1,True,0,True,5
i4668-p3801,24,1.0,24,19,0.1,15,0,1,False,0,True,2
i4669-p3802,1,1.0,1,10,0.5,-7,1,4,False,0,False,1
i4670-p3803,-4,1.0,-4,56,0.1,-9,1,2,False,0,False,1
i4671-p3804,3,0.2,-5,18,0.2,-8,3,4,False,1,True,3
i4672-p3805,-8,1.0,-8,25,0.2,-10,0,1,False,0,True,2
i4673-p3806,12,1.0,12,21,0.5,4,2,5,False,0,False,1
i4674-p3807,9,1.0,9,21,0.1,9,2,6,False,0,False,1
i4675-p3808,78,0.4,-19,32,0.75,-15,0,1,False,0,False,1
i4676-p3809,22,1.0,22,51,0.05,22,0,1,False,0,True,5
i4677-p3810,52,0.05,-12,75,0.25,-37,0,1,False,0,False,1
i4678-p3811,16,0.9,2,50,0.4,-12,0,1,False,0,True,4
i4679-p3812,17,1.0,17,25,0.6,-8,1,6,True,0,True,5
i4680-p3813,48,0.5,8,42,0.4,27,1,4,False,0,True,3
i4681-p3814,19,0.8,-32,9,1.0,9,1,4,False,0,True,2
i4682-p3815,-7,1.0,-7,29,0.2,-14,0,1,False,0,True,3
i4683-p3816,8,1.0,8,59,0.4,-26,0,1,False,0,True,2
i4684-p3817,27,1.0,27,47,0.4,-5,0,1,False,0,True,3
i4685-p3818,27,1.0,27,40,0.05,23,0,1,False,0,True,4
i4686-p3819,82,0.4,-50,14,0.6,-11,3,2,False,0,True,3
i4687-p3820,-4,1.0,-4,9,0.75,9,1,6,False,0,True,5
i4688-p3821,4,1.0,4,8,0.9,7,3,3,False,0,True,3
i4689-p3822,22,1.0,22,18,0.99,8,2,7,False,0,False,1
i4690-p3822,22,1.0,22,18,0.99,8,2,7,False,0,True,5
i4691-p3823,-1,0.05,-6,-2,0.01,-5,1,8,False,0,True,2
i4692-p3824,13,1.0,13,72,0.01,17,0,1,False,0,True,2
i4693-p3825,35,0.25,-2,55,0.25,-3,0,1,False,0,False,1
i4694-p3825,35,0.25,-2,55,0.25,-3,0,1,False,0,True,4
i4695-p3826,19,0.05,-1,86,0.05,-13,2,7,False,-1,True,3
i4696-p3827,6,1.0,6,67,0.05,1,0,1,False,0,False,1
i4697-p3827,6,1.0,6,67,0.05,1,0,1,False,0,True,5
i4698-p3828,27,0.99,8,83,0.4,0,1,4,False,0,False,1
i4699-p3829,17,0.95,-6,16,1.0,16,0,1,False,0,True,4
i4700-p3830,18,1.0,18,32,0.99,-20,1,6,True,0,False,1
i4701-p3830,18,1.0,18,32,0.99,-20,1,6,True,0,True,3
i4702-p3831,34,0.8,-9,25,1.0,25,2,7,True,0,True,5
i4703-p3832,76,0.5,-32,22,1.0,22,2,6,False,0,False,1
i4704-p3833,30,1.0,30,32,0.95,0,0,1,False,0,True,4
i4705-p3834,22,1.0,22,20,0.75,12,1,6,False,0,True,3
i4706-p3835,39,0.5,-1,66,0.1,26,0,1,True,0,True,4
i4707-p3836,30,1.0,30,68,0.1,25,1,2,False,0,False,1
i4708-p3836,30,1.0,30,68,0.1,25,1,2,False,0,True,3
i4709-p3837,2,0.6,-15,62,0.25,-25,0,1,True,1,False,1
i4710-p3838,20,0.8,-35,40,0.05,15,0,1,False,0,True,4
i4711-p3839,14,1.0,14,21,0.2,13,1,4,False,0,False,1
i4712-p3839,14,1.0,14,21,0.2,13,1,4,False,0,True,3
i4713-p3840,27,0.8,7,29,0.9,-12,0,1,False,0,False,1
i4714-p3840,27,0.8,7,29,0.9,-12,0,1,False,0,True,5
i4715-p3841,89,0.25,9,110,0.4,-19,1,4,False,1,True,3
i4716-p3842,62,0.25,-10,18,0.25,3,0,1,False,-1,True,4
i4717-p3843,2,1.0,2,18,0.4,-3,0,1,False,0,True,2
i4718-p3844,22,0.95,-1,43,0.6,15,3,3,False,1,False,1
i4719-p3845,35,0.5,3,29,0.5,4,0,1,False,0,True,4
i4720-p3846,-3,1.0,-3,10,0.2,-2,2,7,True,0,True,3
i4721-p3847,18,1.0,18,57,0.1,19,1,2,False,0,True,5
i4722-p3848,11,1.0,11,35,0.6,-18,1,8,False,0,True,3
i4723-p3849,16,0.25,7,12,0.9,9,0,1,False,0,True,4
i4724-p3850,30,0.99,17,42,0.9,-27,0,1,False,0,True,2
i4725-p3851,18,1.0,18,83,0.25,-14,1,6,True,0,True,3
i4726-p3852,2,1.0,2,4,0.99,-10,0,1,False,0,True,5
i4727-p3853,-7,1.0,-7,22,0.2,-17,2,6,False,0,True,3
i4728-p3854,19,1.0,19,32,0.75,-24,0,1,False,0,True,2
i4729-p3855,68,0.01,29,47,0.8,-34,1,8,False,0,True,2
i4730-p3856,4,0.75,-16,20,0.25,-9,0,1,True,0,True,4
i4731-p3857,5,1.0,5,21,0.2,10,0,1,False,0,True,2
i4732-p3858,25,1.0,25,22,0.95,-7,0,1,False,0,True,3
i4733-p3859,3,1.0,3,3,0.75,-2,0,1,False,0,True,3
i4734-p3860,12,1.0,12,35,0.4,-21,3,5,False,0,True,4
i4735-p3861,16,1.0,16,86,0.05,21,1,2,False,0,True,3
i4736-p3862,17,1.0,17,11,0.95,2,0,1,True,0,True,2
i4737-p3863,11,0.75,7,82,0.25,-7,0,1,False,0,False,1
i4738-p3863,11,0.75,7,82,0.25,-7,0,1,False,0,True,4
i4739-p3864,60,0.4,-40,28,0.6,-18,2,4,False,0,True,4
i4740-p3865,-6,1.0,-6,6,0.75,-17,0,1,False,0,True,2
i4741-p3866,30,0.75,-26,25,0.75,2,3,2,False,0,False,1
i4742-p3866,30,0.75,-26,25,0.75,2,3,2,False,0,True,5
i4743-p3867,18,0.9,-24,117,0.25,-20,0,1,False,1,True,5
i4744-p3868,27,1.0,27,40,0.75,-27,1,6,True,0,True,3
i4745-p3869,28,1.0,28,55,0.1,26,0,1,False,0,False,1
i4746-p3870,47,0.4,-8,23,0.75,15,1,2,True,0,True,2
i4747-p3871,14,1.0,14,117,0.1,12,1,6,False,0,True,5
i4748-p3872,-10,1.0,-10,4,0.1,-10,2,4,False,0,True,3
i4749-p3873,27,1.0,27,36,0.6,20,0,1,False,0,False,1
i4750-p3873,27,1.0,27,36,0.6,20,0,1,False,0,True,4
i4751-p3874,0,0.75,-15,-4,1.0,-4,2,2,True,0,True,5
i4752-p3875,35,0.4,2,19,0.05,14,3,5,False,0,False,1
i4753-p3876,26,1.0,26,76,0.1,21,0,1,True,0,True,2
i4754-p3877,58,0.01,-7,-5,0.2,-12,1,8,True,0,False,1
i4755-p3878,6,0.05,4,31,0.01,7,3,2,False,0,False,1
i4756-p3878,6,0.05,4,31,0.01,7,3,2,False,0,True,3
i4757-p3879,28,1.0,28,70,0.5,3,0,1,False,0,True,5
i4758-p3880,22,0.4,17,33,0.8,-50,2,3,True,0,True,2
i4759-p3881,24,1.0,24,37,0.95,14,0,1,False,0,True,5
i4760-p3882,-1,1.0,-1,2,0.6,-6,0,1,False,0,True,4
i4761-p3883,10,1.0,10,94,0.05,6,2,6,False,0,False,1
i4762-p3883,10,1.0,10,94,0.05,6,2,6,False,0,True,3
i4763-p3884,26,1.0,26,42,0.5,27,2,3,False,0,True,2
i4764-p3885,26,0.2,22,31,0.4,4,1,4,False,0,True,2
i4765-p3886,26,1.0,26,32,0.4,25,0,1,False,0,True,5
i4766-p3887,5,1.0,5,16,0.25,1,1,6,False,0,False,1
i4767-p3887,5,1.0,5,16,0.25,1,1,6,False,0,True,5
i4768-p3888,5,1.0,5,5,0.6,4,0,1,True,0,False,1
i4769-p3889,24,1.0,24,37,0.01,26,1,2,True,0,False,1
i4770-p3890,5,1.0,5,14,0.2,-6,0,1,False,0,False,1
i4771-p3890,5,1.0,5,14,0.2,-6,0,1,False,0,True,5
i4772-p3891,41,0.25,21,33,0.8,-21,0,1,False,0,False,1
i4773-p3891,41,0.25,21,33,0.8,-21,0,1,False,0,True,5
i4774-p3892,27,0.8,3,71,0.05,30,0,1,False,0,True,4
i4775-p3893,24,0.5,2,78,0.01,7,2,4,False,0,False,1
i4776-p3893,24,0.5,2,78,0.01,7,2,4,False,0,True,3
i4777-p3894,14,1.0,14,46,0.1,21,0,1,False,0,False,1
i4778-p3894,14,1.0,14,46,0.1,21,0,1,False,0,True,3
i4779-p3895,17,1.0,17,20,0.75,-15,1,4,False,0,False,1
i4780-p3895,17,1.0,17,20,0.75,-15,1,4,False,0,True,3
i4781-p3896,23,0.99,-4,54,0.25,24,0,1,False,0,True,3
i4782-p3897,4,1.0,4,16,0.5,2,0,1,False,0,True,4
i4783-p3898,10,1.0,10,47,0.01,12,0,1,False,0,False,1
i4784-p3898,10,1.0,10,47,0.01,12,0,1,False,0,True,3
i4785-p3899,23,0.75,-2,32,0.1,25,0,1,False,0,False,1
i4786-p3899,23,0.75,-2,32,0.1,25,0,1,False,0,True,2
i4787-p3900,30,1.0,30,87,0.4,-5,1,8,False,0,True,3
i4788-p3901,-3,1.0,-3,-3,0.95,-13,0,1,False,0,True,2
i4789-p3902,17,0.1,7,72,0.4,-23,3,6,True,0,True,3
i4790-p3903,-3,1.0,-3,47,0.1,-11,0,1,False,0,True,4
i4791-p3904,15,1.0,15,18,0.95,-42,0,1,True,0,True,4
i4792-p3905,18,1.0,18,62,0.2,13,2,6,False,0,True,3
i4793-p3906,27,0.4,2,14,0.95,-17,3,2,False,0,False,1
i4794-p3906,27,0.4,2,14,0.95,-17,3,2,False,0,True,2
i4795-p3907,15,1.0,15,22,0.9,-15,1,4,False,0,False,1
i4796-p3908,22,1.0,22,33,0.1,16,0,1,True,0,True,3
i4797-p3909,30,0.1,16,61,0.5,-31,0,1,False,0,True,3
i4798-p3910,45,0.4,-25,3,1.0,3,0,1,False,0,True,5
i4799-p3911,26,1.0,26,36,0.5,21,1,2,True,0,True,2
i4800-p3912,-5,1.0,-5,27,0.25,-2,1,6,False,0,True,3
i4801-p3913,-5,1.0,-5,13,0.6,-23,0,1,False,0,False,1
i4802-p3913,-5,1.0,-5,13,0.6,-23,0,1,False,0,True,3
i4803-p3914,81,0.05,21,24,0.9,15,1,8,False,0,True,2
i4804-p3915,22,1.0,22,25,0.95,21,0,1,False,0,False,1
i4805-p3915,22,1.0,22,25,0.95,21,0,1,False,0,True,5
i4806-p3916,4,1.0,4,33,0.25,-2,1,4,False,0,True,4
i4807-p3917,26,0.2,1,59,0.5,-48,0,1,False,0,True,2
i4808-p3918,1,1.0,1,8,0.8,-40,0,1,False,0,True,2
i4809-p3919,19,1.0,19,27,0.5,11,0,1,False,0,True,2
i4810-p3920,57,0.6,-48,42,0.4,-10,1,6,False,-1,True,4
i4811-p3921,46,0.25,2,24,0.4,0,2,4,False,0,True,4
i4812-p3922,11,0.75,-5,18,0.2,1,0,1,False,-1,True,5
i4813-p3923,-6,0.4,-11,-6,0.99,-34,0,1,False,0,True,5
i4814-p3924,6,1.0,6,16,0.6,10,2,7,False,0,False,1
i4815-p3925,17,1.0,17,83,0.05,2,0,1,True,0,False,1
i4816-p3925,17,1.0,17,83,0.05,2,0,1,True,0,True,2
i4817-p3926,5,1.0,5,32,0.25,-10,2,4,False,0,True,3
i4818-p3927,70,0.01,25,33,0.1,29,0,1,False,0,True,5
i4819-p3928,4,0.99,-9,4,1.0,4,0,1,False,0,False,1
i4820-p3929,4,1.0,4,43,0.4,-6,0,1,False,0,True,5
i4821-p3930,26,1.0,26,13,0.95,4,1,8,False,0,True,2
i4822-p3931,-9,1.0,-9,-1,0.75,-38,0,1,False,0,True,5
i4823-p3932,45,0.2,-13,48,0.05,-5,1,4,False,0,False,1
i4824-p3933,29,0.75,10,28,0.75,3,0,1,True,0,False,1
i4825-p3933,29,0.75,10,28,0.75,3,0,1,True,0,True,4
i4826-p3934,8,1.0,8,9,0.5,6,0,1,False,0,True,4
i4827-p3935,12,1.0,12,74,0.2,-10,1,2,False,0,True,4
i4828-p3936,7,1.0,7,29,0.05,10,1,6,False,0,False,1
i4829-p3936,7,1.0,7,29,0.05,10,1,6,False,0,True,2
i4830-p3937,2,1.0,2,19,0.2,2,1,2,True,0,False,1
i4831-p3937,2,1.0,2,19,0.2,2,1,2,True,0,True,3
i4832-p3938,3,1.0,3,9,0.6,5,2,4,False,0,False,1
i4833-p3938,3,1.0,3,9,0.6,5,2,4,False,0,True,3
i4834-p3939,-4,1.0,-4,0,0.95,-14,0,1,True,0,True,4
i4835-p3940,11,1.0,11,84,0.25,-21,2,4,False,0,False,1
i4836-p3940,11,1.0,11,84,0.25,-21,2,4,False,0,True,5
i4837-p3941,59,0.1,-1,17,0.4,-22,1,2,False,-1,True,5
i4838-p3942,6,1.0,6,10,0.99,-5,0,1,False,0,True,4
i4839-p3943,28,1.0,28,59,0.4,10,0,1,False,0,False,1
i4840-p3944,10,1.0,10,7,0.75,3,0,1,True,0,True,3
i4841-p3945,-2,1.0,-2,24,0.4,-20,0,1,False,0,True,5
i4842-p3946,-2,1.0,-2,89,0.2,-28,2,3,False,0,True,4
i4843-p3947,2,0.9,-34,12,0.75,-29,0,1,True,-1,True,4
i4844-p3948,14,1.0,14,76,0.5,-35,1,4,False,0,True,4
i4845-p3949,23,1.0,23,34,0.05,24,1,8,False,0,False,1
i4846-p3949,23,1.0,23,34,0.05,24,1,8,False,0,True,5
i4847-p3950,10,1.0,10,23,0.2,7,3,3,False,0,True,5
i4848-p3951,5,1.0,5,53,0.01,1,2,5,False,0,True,5
i4849-p3952,-2,0.25,-2,-8,0.99,-17,0,1,False,0,False,1
i4850-p3953,2,1.0,2,36,0.5,-26,1,8,False,0,True,4
i4851-p3954,10,0.5,2,8,0.95,-26,3,2,True,1,True,2
i4852-p3955,52,0.01,28,30,0.75,14,0,1,True,0,True,4
i4853-p3956,37,0.1,13,34,0.4,-7,2,4,True,1,True,3
i4854-p3957,23,0.01,15,15,0.99,-23,1,2,False,0,False,1
i4855-p3958,-4,1.0,-4,57,0.01,-12,0,1,False,0,True,2
i4856-p3959,17,1.0,17,46,0.05,5,2,7,False,0,True,4
i4857-p3960,7,1.0,7,25,0.6,-43,0,1,False,0,True,3
i4858-p3961,42,0.4,-33,4,0.4,1,0,1,True,0,True,4
i4859-p3962,20,1.0,20,29,0.5,15,0,1,False,0,False,1
i4860-p3962,20,1.0,20,29,0.5,15,0,1,False,0,True,2
i4861-p3963,8,1.0,8,11,0.4,-9,0,1,False,0,True,2
i4862-p3964,-9,1.0,-9,10,0.01,-2,0,1,False,0,True,5
i4863-p3965,54,0.01,24,43,0.2,24,1,4,False,0,False,1
i4864-p3966,88,0.2,-2,60,0.1,14,3,4,True,1,True,3
i4865-p3967,15,1.0,15,88,0.2,-8,0,1,False,0,True,4
i4866-p3968,11,1.0,11,50,0.25,4,1,2,False,0,True,3
i4867-p3969,6,1.0,6,101,0.01,0,1,6,False,0,True,4
i4868-p3970,17,1.0,17,10,0.9,-21,0,1,False,0,True,3
i4869-p3971,13,1.0,13,16,0.01,14,1,4,False,0,False,1
i4870-p3972,67,0.25,-16,2,0.99,-27,1,2,False,0,True,4
i4871-p3973,9,1.0,9,33,0.2,0,2,6,True,0,True,4
i4872-p3974,90,0.2,1,68,0.2,11,1,4,False,0,True,3
i4873-p3975,60,0.5,-2,84,0.5,-12,0,1,True,1,True,4
i4874-p3976,58,0.4,-20,108,0.4,-38,2,5,False,0,False,1
i4875-p3976,58,0.4,-20,108,0.4,-38,2,5,False,0,True,3
i4876-p3977,0,1.0,0,8,0.01,-7,0,1,False,0,True,2
i4877-p3978,11,1.0,11,52,0.2,7,0,1,False,0,False,1
i4878-p3979,97,0.1,-6,-5,0.95,-14,0,1,False,0,True,5
i4879-p3980,-1,1.0,-1,89,0.01,-5,0,1,False,0,False,1
i4880-p3980,-1,1.0,-1,89,0.01,-5,0,1,False,0,True,3
i4881-p3981,14,0.4,1,73,0.2,-6,0,1,False,-1,False,1
i4882-p3981,14,0.4,1,73,0.2,-6,0,1,False,-1,True,3
i4883-p3982,19,1.0,19,32,0.9,-2,2,4,False,0,False,1
i4884-p3982,19,1.0,19,32,0.9,-2,2,4,False,0,True,5
i4885-p3983,0,1.0,0,0,1.0,0,1,2,True,0,False,1
i4886-p3983,0,1.0,0,0,1.0,0,1,2,True,0,True,2
i4887-p3984,25,0.1,24,37,0.6,5,1,2,False,0,True,4
i4888-p3985,72,0.1,5,112,0.1,-8,1,2,True,-1,True,5
i4889-p3986,7,1.0,7,42,0.1,-6,1,8,False,0,False,1
i4890-p3986,7,1.0,7,42,0.1,-6,1,8,False,0,True,5
i4891-p3987,29,1.0,29,30,0.5,22,1,8,False,0,False,1
i4892-p3988,-6,1.0,-6,11,0.75,-48,3,5,False,0,True,4
i4893-p3989,25,1.0,25,85,0.4,-15,0,1,False,0,False,1
i4894-p3989,25,1.0,25,85,0.4,-15,0,1,False,0,True,5
i4895-p3990,55,0.5,-45,5,1.0,5,0,1,False,0,True,3
i4896-p3991,-9,1.0,-9,-2,0.8,-24,0,1,False,0,True,3
i4897-p3992,14,0.01,-8,64,0.05,-11,0,1,False,1,False,1
i4898-p3992,14,0.01,-8,64,0.05,-11,0,1,False,1,True,3
i4899-p3993,16,1.0,16,38,0.4,-10,2,4,False,0,False,1
i4900-p3993,16,1.0,16,38,0.4,-10,2,4,False,0,True,2
i4901-p3994,14,1.0,14,26,0.8,-37,1,4,False,0,False,1
i4902-p3995,81,0.25,4,23,1.0,23,0,1,False,0,False,1
i4903-p3995,81,0.25,4,23,1.0,23,0,1,False,0,True,3
i4904-p3996,45,0.6,8,94,0.25,15,1,6,False,-1,False,1
i4905-p3996,45,0.6,8,94,0.25,15,1,6,False,-1,True,2
i4906-p3997,14,0.6,11,15,0.5,8,0,1,False,0,False,1
i4907-p3997,14,0.6,11,15,0.5,8,0,1,False,0,True,3
i4908-p3998,13,1.0,13,17,0.4,0,1,4,True,0,False,1
i4909-p3998,13,1.0,13,17,0.4,0,1,4,True,0,True,5
i4910-p3999,32,0.25,8,23,0.1,12,0,1,False,0,True,4
i4911-p4000,27,0.6,19,73,0.6,-20,1,2,True,0,False,1
i4912-p4000,27,0.6,19,73,0.6,-20,1,2,True,0,True,4
i4913-p4001,30,1.0,30,73,0.1,21,1,2,False,0,False,1
i4914-p4002,30,0.9,26,30,1.0,30,3,3,False,0,False,1
i4915-p4003,74,0.5,-14,88,0.25,17,0,1,False,0,False,1
i4916-p4003,74,0.5,-14,88,0.25,17,0,1,False,0,True,2
i4917-p4004,-7,1.0,-7,19,0.01,-8,1,4,True,0,True,4
i4918-p4005,30,1.0,30,84,0.2,28,0,1,False,0,False,1
i4919-p4005,30,1.0,30,84,0.2,28,0,1,False,0,True,5
i4920-p4006,25,1.0,25,39,0.05,22,0,1,False,0,True,3
i4921-p4007,29,1.0,29,25,0.95,-4,0,1,False,0,False,1
i4922-p4008,-1,1.0,-1,3,0.5,-12,0,1,True,0,True,4
i4923-p4009,32,0.2,-2,4,0.4,-1,0,1,False,0,False,1
i4924-p4009,32,0.2,-2,4,0.4,-1,0,1,False,0,True,4
i4925-p4010,24,1.0,24,58,0.6,-12,0,1,True,0,False,1
i4926-p4010,24,1.0,24,58,0.6,-12,0,1,True,0,True,2
i4927-p4011,24,1.0,24,63,0.6,-49,0,1,True,0,True,3
i4928-p4012,-8,1.0,-8,-9,0.8,-11,0,1,False,0,False,1
i4929-p4012,-8,1.0,-8,-9,0.8,-11,0,1,False,0,True,2
i4930-p4013,11,0.99,-16,15,0.05,9,3,5,False,0,True,3
i4931-p4014,39,0.2,-17,28,0.2,-7,0,1,False,0,False,1
i4932-p4014,39,0.2,-17,28,0.2,-7,0,1,False,0,True,3
i4933-p4015,5,1.0,5,88,0.2,-25,0,1,False,0,False,1
i4934-p4015,5,1.0,5,88,0.2,-25,0,1,False,0,True,5
i4935-p4016,13,1.0,13,20,0.1,10,0,1,True,0,False,1
i4936-p4016,13,1.0,13,20,0.1,10,0,1,True,0,True,2
i4937-p4017,9,1.0,9,11,0.99,3,2,5,True,0,True,5
i4938-p4018,29,1.0,29,40,0.75,21,1,4,False,0,False,1
i4939-p4019,17,1.0,17,24,0.05,17,2,7,True,0,False,1
i4940-p4019,17,1.0,17,24,0.05,17,2,7,True,0,True,2
i4941-p4020,10,0.75,1,45,0.5,-16,0,1,False,0,True,2
i4942-p4021,3,1.0,3,96,0.1,-4,0,1,False,0,False,1
i4943-p4021,3,1.0,3,96,0.1,-4,0,1,False,0,True,4
i4944-p4022,7,1.0,7,39,0.1,13,0,1,False,0,False,1
i4945-p4022,7,1.0,7,39,0.1,13,0,1,False,0,True,5
i4946-p4023,25,1.0,25,43,0.5,5,1,6,False,0,False,1
i4947-p4024,104,0.4,-41,91,0.2,-11,0,1,False,0,True,5
i4948-p4025,13,0.75,-20,43,0.01,6,0,1,True,1,False,1
i4949-p4025,13,0.75,-20,43,0.01,6,0,1,True,1,True,5
i4950-p4026,15,1.0,15,17,0.5,12,1,4,True,0,True,2
i4951-p4027,25,1.0,25,57,0.01,23,2,6,False,0,False,1
i4952-p4027,25,1.0,25,57,0.01,23,2,6,False,0,True,4
i4953-p4028,6,1.0,6,9,0.6,0,2,6,False,0,True,3
i4954-p4029,20,1.0,20,90,0.05,15,1,4,False,0,True,2
i4955-p4030,27,1.0,27,21,0.95,-9,0,1,True,0,True,2
i4956-p4031,5,0.75,-15,33,0.4,-12,0,1,False,-1,False,1
i4957-p4031,5,0.75,-15,33,0.4,-12,0,1,False,-1,True,5
i4958-p4032,9,1.0,9,72,0.05,13,3,7,True,0,True,5
i4959-p4033,50,0.2,-23,-10,0.9,-22,0,1,False,0,True,2
i4960-p4034,14,1.0,14,48,0.6,-30,0,1,False,0,True,3
i4961-p4035,-4,1.0,-4,-2,0.8,-18,1,8,False,0,True,3
i4962-p4036,2,1.0,2,92,0.25,-35,1,4,True,0,True,3
i4963-p4037,14,1.0,14,18,0.1,16,0,1,True,0,True,3
i4964-p4038,3,1.0,3,7,0.5,-15,1,6,False,0,False,1
i4965-p4038,3,1.0,3,7,0.5,-15,1,6,False,0,True,5
i4966-p4039,18,1.0,18,86,0.05,27,1,4,False,0,True,2
i4967-p4040,22,0.1,12,13,1.0,13,1,4,False,0,False,1
i4968-p4040,22,0.1,12,13,1.0,13,1,4,False,0,True,4
i4969-p4041,20,1.0,20,25,0.6,0,0,1,False,0,True,3
i4970-p4042,-6,1.0,-6,22,0.5,-32,0,1,False,0,True,3
i4971-p4043,9,1.0,9,16,0.6,13,0,1,False,0,True,2
i4972-p4044,5,1.0,5,96,0.2,-26,1,6,True,0,False,1
i4973-p4044,5,1.0,5,96,0.2,-26,1,6,True,0,True,5
i4974-p4045,3,1.0,3,55,0.2,-5,1,6,False,0,True,5
i4975-p4046,-10,1.0,-10,11,0.6,-29,1,4,False,0,True,5
i4976-p4047,-5,0.05,-8,-11,0.4,-11,1,8,False,0,True,4
i4977-p4048,14,0.6,-36,31,0.2,-24,0,1,False,0,True,4
i4978-p4049,10,1.0,10,22,0.8,-48,0,1,False,0,True,2
i4979-p4050,26,0.75,-1,33,0.6,-16,1,6,False,0,True,3
i4980-p4051,61,0.1,2,4,0.99,-4,2,8,False,0,True,5
i4981-p4052,25,0.2,-14,65,0.05,-11,0,1,False,1,True,5
